Location,Humidity3pm,Pressure3pm,RainTomorrow
WaggaWagga,93,1018.9,Yes
WaggaWagga,90,1012.6,Yes
WaggaWagga,60,1021.9,No
WaggaWagga,31,1025.9,No
WaggaWagga,27,1023.1,No
WaggaWagga,40,1015.5,No
WaggaWagga,42,1009.5,No
WaggaWagga,51,1005.8,Yes
WaggaWagga,74,1005.9,Yes
WaggaWagga,53,1013.8,No
WaggaWagga,44,1020.4,No
WaggaWagga,35,1024.3,No
WaggaWagga,37,1026.9,No
WaggaWagga,42,1026.5,No
WaggaWagga,44,1023.7,No
WaggaWagga,45,1017,No
WaggaWagga,34,1015.1,No
WaggaWagga,34,1013.4,No
WaggaWagga,23,1005.8,No
WaggaWagga,39,1017,No
WaggaWagga,44,1019.6,No
WaggaWagga,45,1020,No
WaggaWagga,47,1016.6,No
WaggaWagga,91,1007.6,Yes
WaggaWagga,63,1013.3,No
WaggaWagga,60,1014,No
WaggaWagga,43,1021.7,No
WaggaWagga,52,1028.9,No
WaggaWagga,46,1031.7,No
WaggaWagga,43,1033.2,No
WaggaWagga,44,1031.9,No
WaggaWagga,41,1025.6,No
WaggaWagga,89,1012.7,Yes
WaggaWagga,71,1014.7,No
WaggaWagga,59,1019,No
WaggaWagga,39,1024,No
WaggaWagga,48,1029.3,No
WaggaWagga,51,1030.4,No
WaggaWagga,48,1029.8,No
WaggaWagga,54,1026.7,No
WaggaWagga,84,1022.5,No
WaggaWagga,62,1019.3,No
WaggaWagga,52,1021.6,No
WaggaWagga,48,1020.2,No
WaggaWagga,51,1014.8,Yes
WaggaWagga,47,1022.2,No
WaggaWagga,38,1024.6,No
WaggaWagga,44,1022.5,No
WaggaWagga,49,1019.1,Yes
WaggaWagga,55,1022.3,No
WaggaWagga,62,1029.2,No
WaggaWagga,53,1026.3,No
WaggaWagga,42,1021,No
WaggaWagga,69,1023,No
WaggaWagga,43,1031.1,No
WaggaWagga,46,1033.6,No
WaggaWagga,56,1031.4,No
WaggaWagga,56,1027.5,No
WaggaWagga,56,1025.5,No
WaggaWagga,61,1023.1,Yes
WaggaWagga,94,1016.4,Yes
WaggaWagga,97,1006.8,Yes
WaggaWagga,97,1014.2,Yes
WaggaWagga,52,1019.6,No
WaggaWagga,56,1024.7,No
WaggaWagga,56,1027.4,No
WaggaWagga,63,1026.1,No
WaggaWagga,65,1022.4,No
WaggaWagga,72,1019.8,No
WaggaWagga,78,1026.9,No
WaggaWagga,64,1031.6,No
WaggaWagga,62,1032,No
WaggaWagga,69,1033,No
WaggaWagga,55,1029.8,No
WaggaWagga,63,1027.7,No
WaggaWagga,68,1026.4,No
WaggaWagga,77,1022.3,No
WaggaWagga,49,1026.4,No
WaggaWagga,51,1023.7,No
WaggaWagga,62,1020.4,No
WaggaWagga,55,1017.8,No
WaggaWagga,56,1022,No
WaggaWagga,49,1026.5,No
WaggaWagga,53,1025.1,Yes
WaggaWagga,67,1017.9,No
WaggaWagga,84,1006.3,Yes
WaggaWagga,73,1003.8,Yes
WaggaWagga,72,1010,Yes
WaggaWagga,63,1014.7,Yes
WaggaWagga,87,1016.6,Yes
WaggaWagga,67,1015.5,No
WaggaWagga,55,1018.8,No
WaggaWagga,49,1028.6,No
WaggaWagga,48,1031.7,No
WaggaWagga,49,1031.2,No
WaggaWagga,55,1027,Yes
WaggaWagga,91,1023.6,Yes
WaggaWagga,40,1023.3,No
WaggaWagga,79,1014.2,Yes
WaggaWagga,58,1018.2,No
WaggaWagga,55,1018.1,Yes
WaggaWagga,64,1029.4,No
WaggaWagga,69,1033.8,No
WaggaWagga,53,1031.1,No
WaggaWagga,56,1021.6,No
WaggaWagga,61,1020.4,No
WaggaWagga,81,1015.6,Yes
WaggaWagga,72,1015,No
WaggaWagga,74,1018.9,No
WaggaWagga,54,1021.9,Yes
WaggaWagga,90,1012.8,Yes
WaggaWagga,78,1021.2,No
WaggaWagga,67,1023.9,No
WaggaWagga,63,1023.4,No
WaggaWagga,68,1019.4,No
WaggaWagga,47,1012.2,No
WaggaWagga,45,1012.6,No
WaggaWagga,94,1005.3,Yes
WaggaWagga,72,1020.4,No
WaggaWagga,74,1026.4,No
WaggaWagga,51,1029.2,No
WaggaWagga,61,1023.9,No
WaggaWagga,72,1016.7,Yes
WaggaWagga,52,1022.2,No
WaggaWagga,54,1024.9,No
WaggaWagga,47,1025,No
WaggaWagga,65,1020.3,Yes
WaggaWagga,47,1016.2,No
WaggaWagga,77,1018.7,No
WaggaWagga,92,1014.3,Yes
WaggaWagga,85,1020.6,Yes
WaggaWagga,53,1021,Yes
WaggaWagga,93,1018.9,Yes
WaggaWagga,62,1022,No
WaggaWagga,52,1022.5,No
WaggaWagga,64,1020,No
WaggaWagga,55,1016.9,No
WaggaWagga,54,1015.8,No
WaggaWagga,52,1009.2,Yes
WaggaWagga,77,1011.7,Yes
WaggaWagga,60,1021.1,No
WaggaWagga,56,1020.7,No
WaggaWagga,56,1019.1,No
WaggaWagga,56,1018.6,No
WaggaWagga,78,1019.4,No
WaggaWagga,63,1024.9,No
WaggaWagga,50,1029.3,No
WaggaWagga,48,1027.8,No
WaggaWagga,41,1025.6,No
WaggaWagga,50,1024.4,No
WaggaWagga,42,1019.2,No
WaggaWagga,49,1015.8,No
WaggaWagga,47,1017,No
WaggaWagga,46,1020.3,No
WaggaWagga,46,1024.8,No
WaggaWagga,50,1022.5,No
WaggaWagga,49,1019.7,No
WaggaWagga,49,1015.2,No
WaggaWagga,50,1021.6,No
WaggaWagga,28,1027.6,No
WaggaWagga,40,1026.4,No
WaggaWagga,39,1028.2,No
WaggaWagga,38,1025.5,No
WaggaWagga,41,1021,No
WaggaWagga,33,1017.2,No
WaggaWagga,33,1016.5,No
WaggaWagga,33,1020.3,No
WaggaWagga,34,1026.3,No
WaggaWagga,37,1030.8,No
WaggaWagga,31,1026.6,No
WaggaWagga,25,1023.2,No
WaggaWagga,25,1022.1,No
WaggaWagga,8,1018.2,No
WaggaWagga,43,1028.3,No
WaggaWagga,37,1031.5,No
WaggaWagga,41,1028,No
WaggaWagga,32,1024.7,No
WaggaWagga,54,1019.2,Yes
WaggaWagga,40,1014.3,No
WaggaWagga,41,1019.5,No
WaggaWagga,37,1021.7,No
WaggaWagga,33,1019.7,No
WaggaWagga,20,1018.7,No
WaggaWagga,39,1022.6,No
WaggaWagga,40,1023.6,No
WaggaWagga,37,1019.9,No
WaggaWagga,26,1014.6,Yes
WaggaWagga,80,1013,Yes
WaggaWagga,54,1013.2,No
WaggaWagga,37,1018.6,No
WaggaWagga,25,1018.7,No
WaggaWagga,17,1016,No
WaggaWagga,34,1014.2,No
WaggaWagga,25,1021.7,No
WaggaWagga,24,1019.4,No
WaggaWagga,18,1018.6,No
WaggaWagga,33,1016.6,No
WaggaWagga,94,1016,Yes
WaggaWagga,60,1006.7,Yes
WaggaWagga,38,1009.7,No
WaggaWagga,34,1013.5,No
WaggaWagga,59,1012.6,Yes
WaggaWagga,85,1005.6,Yes
WaggaWagga,82,1007.6,Yes
WaggaWagga,40,1013.4,No
WaggaWagga,33,1017.5,No
WaggaWagga,32,1015.5,No
WaggaWagga,24,1011.9,No
WaggaWagga,58,1017.1,No
WaggaWagga,51,1013,Yes
WaggaWagga,62,1009.8,Yes
WaggaWagga,38,1010.2,Yes
WaggaWagga,40,1015.1,No
WaggaWagga,35,1016.2,No
WaggaWagga,25,1013.9,No
WaggaWagga,17,1010.8,No
WaggaWagga,21,1011.3,No
WaggaWagga,17,1006.6,No
WaggaWagga,25,1015.6,No
WaggaWagga,31,1012.9,No
WaggaWagga,19,1012.4,No
WaggaWagga,19,1012.8,No
WaggaWagga,10,1004.9,No
WaggaWagga,21,1008.3,No
WaggaWagga,15,1014.9,No
WaggaWagga,21,1012.5,No
WaggaWagga,19,1010.2,No
WaggaWagga,19,1008.5,No
WaggaWagga,24,1006.3,No
WaggaWagga,13,1018,No
WaggaWagga,22,1021.7,No
WaggaWagga,22,1019.8,No
WaggaWagga,15,1016.3,No
WaggaWagga,12,1013.9,No
WaggaWagga,25,1013,No
WaggaWagga,74,1012.7,Yes
WaggaWagga,21,1012.8,No
WaggaWagga,16,1010.1,No
WaggaWagga,17,1006.8,No
WaggaWagga,11,1013.5,No
WaggaWagga,12,1013.8,No
WaggaWagga,8,1012,No
WaggaWagga,13,1011.4,No
WaggaWagga,6,1010,No
WaggaWagga,23,1012.9,No
WaggaWagga,20,1011.7,No
WaggaWagga,12,1009.4,No
WaggaWagga,10,1004.3,Yes
WaggaWagga,31,1016.7,No
WaggaWagga,33,1017.2,No
WaggaWagga,29,1013.7,No
WaggaWagga,17,1013.8,No
WaggaWagga,22,1009.1,Yes
WaggaWagga,90,1004.9,Yes
WaggaWagga,23,1017.1,No
WaggaWagga,26,1020.5,No
WaggaWagga,28,1018.1,No
WaggaWagga,17,1015.1,No
WaggaWagga,15,1012.7,No
WaggaWagga,19,1008.6,Yes
WaggaWagga,25,1008.4,No
WaggaWagga,32,1012,No
WaggaWagga,45,1014.6,Yes
WaggaWagga,82,1014,Yes
WaggaWagga,47,1011.9,No
WaggaWagga,23,1014.8,No
WaggaWagga,23,1016.5,No
WaggaWagga,18,1015.2,No
WaggaWagga,18,1012.5,No
WaggaWagga,8,1007.8,No
WaggaWagga,15,1009.9,No
WaggaWagga,10,1008.8,No
WaggaWagga,52,1013.7,Yes
WaggaWagga,17,1021.8,No
WaggaWagga,25,1022.5,No
WaggaWagga,24,1019.7,No
WaggaWagga,19,1014.8,No
WaggaWagga,11,1011,No
WaggaWagga,17,1008,No
WaggaWagga,40,1007.6,No
WaggaWagga,91,1007.5,Yes
WaggaWagga,33,1007.9,No
WaggaWagga,29,1007.9,No
WaggaWagga,26,1008.4,No
WaggaWagga,28,1011.8,Yes
WaggaWagga,64,1011,Yes
WaggaWagga,44,1003.4,Yes
WaggaWagga,49,1002.3,No
WaggaWagga,29,998.9,Yes
WaggaWagga,53,1003.2,Yes
WaggaWagga,51,1002.7,No
WaggaWagga,34,1003.2,No
WaggaWagga,56,1002.4,No
WaggaWagga,35,1011,No
WaggaWagga,30,1015.2,No
WaggaWagga,34,1014.2,No
WaggaWagga,35,1014.8,No
WaggaWagga,27,1015.7,No
WaggaWagga,25,1015.6,No
WaggaWagga,11,1010.1,No
WaggaWagga,16,1009.9,No
WaggaWagga,23,1011.2,No
WaggaWagga,14,1007.8,No
WaggaWagga,13,1007.6,No
WaggaWagga,14,1008.3,No
WaggaWagga,20,1009.3,No
WaggaWagga,23,1009.1,No
WaggaWagga,27,1006.7,No
WaggaWagga,19,1009.6,No
WaggaWagga,19,1016.3,No
WaggaWagga,23,1020.6,No
WaggaWagga,24,1019.2,No
WaggaWagga,15,1014.2,No
WaggaWagga,13,1009.1,No
WaggaWagga,15,1008.4,No
WaggaWagga,13,1014.1,No
WaggaWagga,23,1015.1,No
WaggaWagga,23,1014.7,No
WaggaWagga,22,1016.2,No
WaggaWagga,24,1015.8,No
WaggaWagga,11,1015.6,No
WaggaWagga,15,1015.4,Yes
WaggaWagga,24,1016.3,No
WaggaWagga,22,1016.6,No
WaggaWagga,14,1016.5,No
WaggaWagga,21,1016.9,No
WaggaWagga,20,1017.4,No
WaggaWagga,22,1016.1,No
WaggaWagga,24,1015.1,Yes
WaggaWagga,57,1016.3,No
WaggaWagga,36,1015.9,No
WaggaWagga,28,1014.8,No
WaggaWagga,16,1013,No
WaggaWagga,36,1016,No
WaggaWagga,30,1015.3,No
WaggaWagga,30,1009.4,Yes
WaggaWagga,48,1001.4,Yes
WaggaWagga,31,1012.5,No
WaggaWagga,28,1015.4,No
WaggaWagga,21,1015.9,No
WaggaWagga,31,1015.2,No
WaggaWagga,26,1016.9,No
WaggaWagga,31,1018.1,No
WaggaWagga,31,1015.9,No
WaggaWagga,22,1016.3,No
WaggaWagga,31,1015.2,No
WaggaWagga,29,1014.1,No
WaggaWagga,19,1014.8,No
WaggaWagga,33,1014.5,No
WaggaWagga,33,1016,No
WaggaWagga,16,1014.9,No
WaggaWagga,17,1015.6,No
WaggaWagga,26,1020.1,No
WaggaWagga,25,1016.2,No
WaggaWagga,18,1012,No
WaggaWagga,13,1012.9,No
WaggaWagga,20,1020,No
WaggaWagga,26,1020.7,No
WaggaWagga,23,1019.7,No
WaggaWagga,30,1018.6,No
WaggaWagga,32,1017.6,No
WaggaWagga,36,1019.2,No
WaggaWagga,32,1023.6,No
WaggaWagga,26,1024.3,No
WaggaWagga,24,1020.1,No
WaggaWagga,37,1017.5,Yes
WaggaWagga,42,1017.6,No
WaggaWagga,34,1017.7,No
WaggaWagga,33,1019.3,No
WaggaWagga,26,1020.7,No
WaggaWagga,33,1019.9,Yes
WaggaWagga,52,1018.9,No
WaggaWagga,24,1024.2,No
WaggaWagga,25,1027.6,No
WaggaWagga,32,1027.8,No
WaggaWagga,22,1025.4,No
WaggaWagga,28,1020.8,No
WaggaWagga,29,1019.7,No
WaggaWagga,78,1017.7,Yes
WaggaWagga,57,1015.2,Yes
WaggaWagga,39,1013.9,No
WaggaWagga,38,1015,No
WaggaWagga,26,1007.7,No
WaggaWagga,38,1017.2,No
WaggaWagga,36,1018.1,No
WaggaWagga,36,1017.3,Yes
WaggaWagga,94,1010.5,Yes
WaggaWagga,78,1001.7,Yes
WaggaWagga,73,1008.5,Yes
WaggaWagga,60,1016.8,No
WaggaWagga,84,1018,No
WaggaWagga,51,1022.9,No
WaggaWagga,55,1021.8,No
WaggaWagga,38,1016.2,No
WaggaWagga,51,1017.5,Yes
WaggaWagga,46,1018.6,No
WaggaWagga,48,1018,No
WaggaWagga,52,1017.3,No
WaggaWagga,62,1022.1,No
WaggaWagga,55,1022.7,No
WaggaWagga,40,1018.5,Yes
WaggaWagga,45,1018.6,No
WaggaWagga,48,1018.9,No
WaggaWagga,70,1015.3,Yes
WaggaWagga,92,1002.9,Yes
WaggaWagga,49,1007.3,Yes
WaggaWagga,73,1009.8,No
WaggaWagga,80,1020.5,No
WaggaWagga,52,1025.3,No
WaggaWagga,50,1026.6,No
WaggaWagga,55,1025.8,No
WaggaWagga,43,1023.7,Yes
WaggaWagga,92,1020.7,Yes
WaggaWagga,91,1006.2,Yes
WaggaWagga,91,1002.7,Yes
WaggaWagga,77,1004.6,Yes
WaggaWagga,92,1005.3,Yes
WaggaWagga,63,1011.1,No
WaggaWagga,65,1007.3,No
WaggaWagga,66,1020.7,No
WaggaWagga,61,1026.3,No
WaggaWagga,53,1035.7,No
WaggaWagga,50,1035.7,No
WaggaWagga,49,1035.1,No
WaggaWagga,52,1029.9,No
WaggaWagga,63,1019.7,Yes
WaggaWagga,87,1014.1,Yes
WaggaWagga,73,1017.6,No
WaggaWagga,91,1009.8,Yes
WaggaWagga,85,998.7,No
WaggaWagga,87,1004.8,Yes
WaggaWagga,64,1009.8,No
WaggaWagga,75,1006.6,Yes
WaggaWagga,81,1008.3,Yes
WaggaWagga,64,1022.3,No
WaggaWagga,79,1018.6,No
WaggaWagga,65,1018.6,No
WaggaWagga,64,1026.8,No
WaggaWagga,63,1026.2,No
WaggaWagga,71,1014.4,Yes
WaggaWagga,74,1021.4,No
WaggaWagga,81,1026.4,No
WaggaWagga,84,1024.8,No
WaggaWagga,67,1016.3,Yes
WaggaWagga,93,1007.6,Yes
WaggaWagga,69,1009.8,No
WaggaWagga,43,1018.9,Yes
WaggaWagga,95,1020.2,Yes
WaggaWagga,72,1022.9,No
WaggaWagga,67,1019.4,Yes
WaggaWagga,42,1009.2,No
WaggaWagga,52,1006.4,No
WaggaWagga,58,1024.4,No
WaggaWagga,68,1030.4,No
WaggaWagga,64,1029.8,No
WaggaWagga,54,1029.4,No
WaggaWagga,52,1026.9,No
WaggaWagga,75,1023.1,Yes
WaggaWagga,86,1020.9,Yes
WaggaWagga,78,1019.4,No
WaggaWagga,88,1015.8,Yes
WaggaWagga,84,999.5,Yes
WaggaWagga,46,1010.3,No
WaggaWagga,81,1011.7,Yes
WaggaWagga,83,1013.8,Yes
WaggaWagga,52,1015.2,Yes
WaggaWagga,80,1017.7,No
WaggaWagga,79,1026.6,No
WaggaWagga,75,1023.6,No
WaggaWagga,67,1021.9,No
WaggaWagga,67,1017.6,No
WaggaWagga,92,1014,Yes
WaggaWagga,52,1015.1,No
WaggaWagga,50,1021.4,No
WaggaWagga,40,1027.2,No
WaggaWagga,42,1029.9,No
WaggaWagga,47,1026.9,No
WaggaWagga,57,1024.5,No
WaggaWagga,49,1023.5,No
WaggaWagga,64,1017.1,Yes
WaggaWagga,48,1014.4,No
WaggaWagga,51,1021.6,No
WaggaWagga,56,1021.8,No
WaggaWagga,54,1022.8,No
WaggaWagga,54,1028.5,No
WaggaWagga,57,1029.9,No
WaggaWagga,51,1026.7,No
WaggaWagga,61,1023.2,No
WaggaWagga,50,1019.8,No
WaggaWagga,66,1010,Yes
WaggaWagga,70,1016.3,Yes
WaggaWagga,58,1017.6,No
WaggaWagga,61,1013,Yes
WaggaWagga,76,1015.1,No
WaggaWagga,83,1009.7,Yes
WaggaWagga,70,1013.6,No
WaggaWagga,55,1020.6,No
WaggaWagga,49,1023,No
WaggaWagga,44,1021.8,No
WaggaWagga,54,1025.1,No
WaggaWagga,56,1019.6,Yes
WaggaWagga,63,1015.9,Yes
WaggaWagga,49,1015.6,No
WaggaWagga,91,1004.1,Yes
WaggaWagga,60,1009.6,Yes
WaggaWagga,75,1026.4,No
WaggaWagga,59,1028.5,No
WaggaWagga,59,1028.1,No
WaggaWagga,58,1027.6,No
WaggaWagga,62,1021.9,No
WaggaWagga,90,1011.2,Yes
WaggaWagga,84,1014.7,No
WaggaWagga,65,1019.5,No
WaggaWagga,48,1019.5,No
WaggaWagga,68,1016.1,Yes
WaggaWagga,59,1009.7,Yes
WaggaWagga,64,1011.8,Yes
WaggaWagga,59,1018,No
WaggaWagga,56,1018,Yes
WaggaWagga,96,1003.3,Yes
WaggaWagga,61,1012.5,No
WaggaWagga,57,1014.9,Yes
WaggaWagga,80,1005.3,Yes
WaggaWagga,67,1011.8,No
WaggaWagga,56,1012.2,No
WaggaWagga,55,1008.1,No
WaggaWagga,60,1009.7,No
WaggaWagga,50,1012.4,Yes
WaggaWagga,55,1012.8,No
WaggaWagga,48,1008.3,Yes
WaggaWagga,42,994.4,Yes
WaggaWagga,72,997,Yes
WaggaWagga,80,1008.8,Yes
WaggaWagga,40,1006.6,Yes
WaggaWagga,48,1001.8,Yes
WaggaWagga,58,1003.6,Yes
WaggaWagga,51,1017.8,No
WaggaWagga,54,1020.7,No
WaggaWagga,42,1017.5,No
WaggaWagga,32,1016.7,No
WaggaWagga,68,1013.6,No
WaggaWagga,86,1012.6,Yes
WaggaWagga,48,1017.1,No
WaggaWagga,53,1016.3,No
WaggaWagga,43,1021.8,No
WaggaWagga,41,1022.6,No
WaggaWagga,34,1018,No
WaggaWagga,41,1005.4,Yes
WaggaWagga,47,1009.7,No
WaggaWagga,49,1012,No
WaggaWagga,35,1020.8,No
WaggaWagga,36,1019.5,No
WaggaWagga,43,1011.4,No
WaggaWagga,38,1014.8,No
WaggaWagga,42,1020.1,No
WaggaWagga,40,1018.2,No
WaggaWagga,33,1015.8,No
WaggaWagga,32,1012.1,No
WaggaWagga,35,1014.4,No
WaggaWagga,44,1015.4,No
WaggaWagga,53,1013.8,No
WaggaWagga,78,1005.3,Yes
WaggaWagga,33,1014.6,No
WaggaWagga,30,1011.1,No
WaggaWagga,35,1016.2,No
WaggaWagga,29,1017,No
WaggaWagga,21,1010.3,No
WaggaWagga,31,1011.5,No
WaggaWagga,32,1011,No
WaggaWagga,18,1004.9,No
WaggaWagga,46,1007.4,No
WaggaWagga,36,1007,No
WaggaWagga,23,1008.4,No
WaggaWagga,75,998.8,Yes
WaggaWagga,50,1007.4,No
WaggaWagga,31,1015.6,No
WaggaWagga,31,1019.1,No
WaggaWagga,28,1018.5,No
WaggaWagga,29,1014.4,Yes
WaggaWagga,14,1011.7,No
WaggaWagga,37,1012.4,No
WaggaWagga,44,1010.5,Yes
WaggaWagga,25,1013.6,No
WaggaWagga,23,1014.4,No
WaggaWagga,24,1015.2,No
WaggaWagga,22,1014,No
WaggaWagga,15,1010.7,No
WaggaWagga,12,1009.4,No
WaggaWagga,9,1004.4,No
WaggaWagga,19,1005.3,No
WaggaWagga,16,1009.7,No
WaggaWagga,12,1011.2,No
WaggaWagga,18,1009.6,No
WaggaWagga,28,1007.8,Yes
WaggaWagga,38,1011.1,No
WaggaWagga,20,1012,No
WaggaWagga,29,999.1,No
WaggaWagga,23,1013.9,No
WaggaWagga,13,1018.7,No
WaggaWagga,19,1017.9,No
WaggaWagga,17,1015.9,No
WaggaWagga,11,1009.4,No
WaggaWagga,28,1009.4,No
WaggaWagga,48,1012.5,Yes
WaggaWagga,18,1015.8,Yes
WaggaWagga,27,1012.1,No
WaggaWagga,30,1006.5,No
WaggaWagga,21,1012.5,No
WaggaWagga,27,1012.7,No
WaggaWagga,26,1010.9,No
WaggaWagga,25,1010.7,No
WaggaWagga,21,1011.9,No
WaggaWagga,27,1009,No
WaggaWagga,20,1008.5,No
WaggaWagga,27,1004.6,Yes
WaggaWagga,26,1008.7,No
WaggaWagga,22,1013.9,No
WaggaWagga,29,1016.1,No
WaggaWagga,22,1012.8,No
WaggaWagga,18,1012.6,No
WaggaWagga,22,1010.5,No
WaggaWagga,25,1007.4,No
WaggaWagga,42,1010,No
WaggaWagga,39,1009,No
WaggaWagga,18,1005.8,No
WaggaWagga,7,1006.8,No
WaggaWagga,13,1012.5,Yes
WaggaWagga,15,1011.4,No
WaggaWagga,16,1006.4,No
WaggaWagga,22,1006.2,No
WaggaWagga,24,1010.8,Yes
WaggaWagga,24,1004.5,No
WaggaWagga,39,1009.5,No
WaggaWagga,27,1013.1,No
WaggaWagga,14,1011.4,No
WaggaWagga,22,1011.5,No
WaggaWagga,7,1011,No
WaggaWagga,12,1012.2,No
WaggaWagga,16,1005.6,No
WaggaWagga,35,1008.9,No
WaggaWagga,36,1011.7,No
WaggaWagga,15,1010.4,No
WaggaWagga,26,1006.4,Yes
WaggaWagga,31,1010.2,No
WaggaWagga,37,1014.5,No
WaggaWagga,34,1016.6,No
WaggaWagga,26,1011.4,No
WaggaWagga,74,1007.3,Yes
WaggaWagga,29,1009.3,No
WaggaWagga,25,1012.4,No
WaggaWagga,22,1009.8,No
WaggaWagga,9,1007.7,No
WaggaWagga,19,1008.1,No
WaggaWagga,27,1012.7,No
WaggaWagga,17,1017.4,No
WaggaWagga,11,1014.1,No
WaggaWagga,8,1014.8,No
WaggaWagga,9,1015.9,No
WaggaWagga,31,1015.6,No
WaggaWagga,26,1018,No
WaggaWagga,28,1019.8,No
WaggaWagga,25,1018.7,No
WaggaWagga,26,1017.4,No
WaggaWagga,30,1013.9,No
WaggaWagga,27,1014.4,Yes
WaggaWagga,29,1009.6,Yes
WaggaWagga,21,1012.2,No
WaggaWagga,20,1015.2,No
WaggaWagga,23,1015.5,No
WaggaWagga,24,1014.6,No
WaggaWagga,8,1002,Yes
WaggaWagga,31,1010.3,No
WaggaWagga,22,1015.4,No
WaggaWagga,39,1014.2,No
WaggaWagga,33,1009.1,No
WaggaWagga,31,1017.4,No
WaggaWagga,30,1020.9,No
WaggaWagga,36,1014.6,No
WaggaWagga,43,1012.9,Yes
WaggaWagga,83,1011.6,No
WaggaWagga,82,1012,Yes
WaggaWagga,77,1016.2,No
WaggaWagga,41,1015.4,No
WaggaWagga,53,1012.3,No
WaggaWagga,29,1012.5,No
WaggaWagga,32,1008,Yes
WaggaWagga,30,1011.8,No
WaggaWagga,21,1008.2,No
WaggaWagga,28,1010.4,No
WaggaWagga,28,1016.2,No
WaggaWagga,27,1018.4,No
WaggaWagga,35,1022.8,No
WaggaWagga,32,1025.7,No
WaggaWagga,26,1025.7,No
WaggaWagga,27,1021.9,No
WaggaWagga,24,1021.9,No
WaggaWagga,26,1018.2,Yes
WaggaWagga,80,1008.9,Yes
WaggaWagga,54,1011.4,No
WaggaWagga,34,1018.5,No
WaggaWagga,34,1021.1,No
WaggaWagga,34,1020.5,No
WaggaWagga,26,1019.4,No
WaggaWagga,28,1018.4,No
WaggaWagga,28,1018,No
WaggaWagga,21,1019.2,No
WaggaWagga,25,1023.2,No
WaggaWagga,29,1026,No
WaggaWagga,32,1024.5,No
WaggaWagga,87,1024.9,Yes
WaggaWagga,40,1020.7,Yes
WaggaWagga,44,1016.5,Yes
WaggaWagga,85,1007.3,Yes
WaggaWagga,69,1008,Yes
WaggaWagga,41,1018.5,No
WaggaWagga,54,1019.9,No
WaggaWagga,53,1015.6,No
WaggaWagga,39,1019.5,No
WaggaWagga,29,1026.6,No
WaggaWagga,35,1027.9,No
WaggaWagga,50,1025.8,No
WaggaWagga,35,1020.8,No
WaggaWagga,30,1026.2,No
WaggaWagga,33,1026.2,No
WaggaWagga,32,1024.3,No
WaggaWagga,33,1022.8,No
WaggaWagga,48,1023.5,No
WaggaWagga,54,1023.6,No
WaggaWagga,46,1020.3,No
WaggaWagga,57,1019.3,No
WaggaWagga,42,1016.3,No
WaggaWagga,37,1017.4,No
WaggaWagga,43,1019.9,No
WaggaWagga,31,1021.1,No
WaggaWagga,66,1020.8,Yes
WaggaWagga,48,1020.8,No
WaggaWagga,51,1016.6,Yes
WaggaWagga,61,1017.4,No
WaggaWagga,69,1021.9,No
WaggaWagga,57,1011.1,No
WaggaWagga,58,1022.1,No
WaggaWagga,86,1022.5,No
WaggaWagga,46,1029.7,No
WaggaWagga,46,1033.7,No
WaggaWagga,39,1033,No
WaggaWagga,36,1030.3,No
WaggaWagga,50,1025.6,No
WaggaWagga,57,1023.9,Yes
WaggaWagga,44,1022.6,No
WaggaWagga,40,1025.1,No
WaggaWagga,48,1026,No
WaggaWagga,80,1028.6,No
WaggaWagga,53,1030.8,No
WaggaWagga,46,1025.9,No
WaggaWagga,59,1026.1,No
WaggaWagga,44,1029.2,No
WaggaWagga,50,1028.6,No
WaggaWagga,57,1026.3,No
WaggaWagga,63,1024,No
WaggaWagga,62,1023.3,No
WaggaWagga,48,1027.6,No
WaggaWagga,43,1029.7,No
WaggaWagga,43,1026.5,No
WaggaWagga,55,1026.5,No
WaggaWagga,55,1025.5,No
WaggaWagga,54,1017,No
WaggaWagga,57,1017.4,No
WaggaWagga,54,1018.5,No
Williamtown,36,1001.5,No
Williamtown,57,1011.7,No
Williamtown,58,1018.4,No
Williamtown,51,1014.6,No
Williamtown,39,1008.7,No
Williamtown,49,1008.1,No
Williamtown,40,1005.8,No
Williamtown,79,1011.9,Yes
Williamtown,51,1017.6,No
Williamtown,46,1012.8,No
Williamtown,45,1010.3,No
Williamtown,61,1014.5,No
Williamtown,50,1016.1,No
Williamtown,33,1011.5,No
Williamtown,15,1006.2,Yes
Williamtown,64,1009.1,No
Williamtown,52,1019.4,No
Williamtown,45,1019.6,No
Williamtown,46,1014.8,No
Williamtown,34,1010.3,No
Williamtown,40,1008.3,No
Williamtown,84,1008,No
Williamtown,44,1007,No
Williamtown,32,1003.5,Yes
Williamtown,68,1017.6,No
Williamtown,87,1017.8,No
Williamtown,69,1018.5,No
Williamtown,52,1015.3,No
Williamtown,60,1015.6,No
Williamtown,53,1014.5,No
Williamtown,44,1013.6,No
Williamtown,47,1013,No
Williamtown,53,1011.7,No
Williamtown,52,1007.4,No
Williamtown,54,1008,No
Williamtown,44,1005.7,No
Williamtown,28,1007.5,No
Williamtown,26,1010.3,No
Williamtown,38,1006.9,No
Williamtown,72,1010.1,No
Williamtown,83,1008.3,Yes
Williamtown,80,1009.1,Yes
Williamtown,77,1017.3,Yes
Williamtown,49,1021.9,Yes
Williamtown,98,1015.5,Yes
Williamtown,99,1012,Yes
Williamtown,60,1015.3,No
Williamtown,88,1012.7,Yes
Williamtown,72,1008.3,No
